Job ID,Job Title,Department,Job Category,Job Subcategory,Education Requirement,Certification Required,Experience Level,Fellowship Required,Key Skills,Tools Used,Work Setting,Job Description,Growth Outlook,Minimum salary,Maximum salary, 
NEURO-012,Neuropsychologist,Neurology,Clinical,Psychologist,PhD/PsyD,"Licensed Psychologist, Board Certification preferred",Senior,No,"Neuropsychological assessment, Cognitive testing, Brain-behavior relationships, Rehabilitation planning","Neuropsychological test batteries, Computer-based assessments, Cognitive training software, Assessment tools",Neuropsychology Clinic/Hospital,Assess cognitive function and brain-behavior relationships to diagnose neurological conditions and develop rehabilitation plans.,High,90000,130000, 
NEURO-013,Movement Disorder Specialist,Neurology,Clinical,Specialist Physician,MD/DO,"ABPN-Neurology, Movement Disorders certification, ACLS, BLS",Senior,Yes,"Parkinson disease management, Deep brain stimulation, Tremor disorders, Dystonia treatment","DBS programming devices, Movement assessment tools, Neurological examination equipment, EMR systems",Movement Disorders Clinic,"Specialize in diagnosis and treatment of movement disorders including Parkinson disease, dystonia, and tremor through medical and surgical interventions.",High,330000,460000, 
NEURO-014,Neuromuscular Specialist,Neurology,Clinical,Specialist Physician,MD/DO,"ABPN-Neurology, Neuromuscular Medicine certification, ACLS, BLS",Senior,Yes,"Muscle diseases, Peripheral neuropathy, Myasthenia gravis, EMG interpretation","EMG equipment, Muscle biopsy tools, Nerve conduction studies, Genetic testing systems",Neuromuscular Clinic,"Diagnose and treat diseases of muscles, peripheral nerves, and neuromuscular junction including muscular dystrophy and neuropathies.",High,310000,430000, 
NEURO-015,Pediatric Neurologist,Neurology,Clinical,Pediatric Specialist,MD/DO,"ABPN-Neurology, ABP-Pediatric Neurology, ACLS, PALS, BLS",Senior,Yes,"Pediatric neurology, Developmental disorders, Pediatric epilepsy, Cerebral palsy","Pediatric EEG equipment, Developmental assessment tools, Pediatric neuroimaging, Child-friendly examination tools",Pediatric Neurology Clinic,"Specialize in neurological disorders in children including epilepsy, developmental delays, and congenital neurological conditions.",High,290000,400000, 
NEURO-016,Neurocritical Care Nurse,Neurology,Clinical,Critical Care Nurse,BSN,"CCRN, ACLS, BLS",Senior,No,"Neurocritical care, ICP monitoring, Ventilator management, Neurological assessment","ICP monitors, Ventilators, Continuous EEG systems, Neurological monitoring equipment",Neurocritical Care Unit,"Provide specialized critical care nursing for patients with severe neurological conditions including stroke, traumatic brain injury, and post-neurosurgical care.",High,80000,100000, 
NEURO-017,Intraoperative Neurophysiology Technologist,Neurology,Diagnostic,Surgical Technologist,Bachelor Degree,"CNIM, BLS",Senior,No,"Intraoperative monitoring, SSEP, MEP, EMG monitoring, Surgical support","Intraoperative monitoring systems, Stimulation equipment, Recording electrodes, Neurophysiology equipment",Neurosurgery Operating Room,Provide intraoperative neurophysiological monitoring during neurosurgical procedures to prevent neurological complications.,High,75000,95000, 
NEURO-018,Neurology Physician Assistant,Neurology,Clinical,Physician Assistant,Master in PA Studies,"NCCPA, ACLS, BLS",Mid-Level,No,"Neurological assessment, Patient management, Procedure assistance, Clinical protocols","Neurological examination tools, EEG machines, EMG equipment, EMR systems",Neurology Clinic/Hospital,"Provide comprehensive neurological care under physician supervision including patient assessment, diagnostic procedures, and treatment planning.",High,105000,135000, 
NEURO-019,Neurology Department Manager,Neurology,Administrative,Department Management,BSN/MBA,"Healthcare management certification, BLS",Senior,No,"Leadership, Budget management, Quality improvement, Staff development","Management software, Budget systems, Quality metrics tools, EMR systems",Neurology Department,"Oversee daily operations of neurology department including staff management, quality assurance, and resource allocation.",High,90000,130000, 
NEURO-020,Neurology Medical Assistant,Neurology,Support,Clinical Support,Medical Assistant Certificate,"CMA, BLS",Junior,No,"Patient preparation, Vital signs, EEG setup assistance, Administrative tasks","Vital signs equipment, EEG electrodes, Medical supplies, EMR systems",Neurology Clinic,Assist healthcare providers with clinical tasks and patient care coordination in neurology practice settings.,High,40000,50000, 
NEURO-021,Neurology Scheduler,Neurology,Administrative,Patient Services,High School Diploma,Medical terminology preferred,Junior,No,"Appointment scheduling, Patient communication, Insurance verification, Medical terminology","Scheduling software, Phone systems, Insurance databases, EMR systems",Neurology Clinic,"Coordinate patient appointments, manage scheduling systems, and provide administrative support for neurology services.",Moderate,35000,45000, 
NEURO-022,Multiple Sclerosis Specialist,Neurology,Clinical,Specialist Physician,MD/DO,"ABPN-Neurology, MS certification, ACLS, BLS",Senior,Yes,"Multiple sclerosis management, Disease-modifying therapies, MRI interpretation, Immunology","MRI scanners, Infusion equipment, MS assessment tools, EMR systems",MS Clinic/Neurology Department,Specialize in diagnosis and treatment of multiple sclerosis and related demyelinating diseases through advanced therapeutics and monitoring.,High,320000,440000, 
NEURO-023,Sleep Medicine Neurologist,Neurology,Clinical,Sleep Specialist,MD/DO,"ABPN-Neurology, ABSM-Sleep Medicine, ACLS, BLS",Senior,Yes,"Sleep disorders, Polysomnography interpretation, CPAP management, Narcolepsy treatment","Polysomnography equipment, CPAP machines, Sleep study systems, EMR systems",Sleep Lab/Neurology Clinic,"Diagnose and treat sleep disorders including sleep apnea, narcolepsy, and restless leg syndrome through specialized sleep studies and treatments.",High,290000,390000, 
NEURO-024,Neurology Technician,Neurology,Support,Patient Care Technician,Certificate Program,"BLS, Patient Care Technician certification",Junior,No,"Patient care assistance, Equipment setup, Vital signs monitoring, Patient transport","Vital signs monitors, Patient transport equipment, Basic medical supplies, Communication devices",Neurology Units/Clinic,Assist clinical staff with patient care activities and provide support services in neurology care settings.,High,35000,45000, 
NEURO-025,Neurology Research Coordinator,Neurology,Administrative,Clinical Research,Bachelor Degree,CCRP preferred,Mid-Level,No,"Clinical research, Protocol management, Data collection, Regulatory compliance","Clinical trial databases, Research software, Data management systems, Statistical tools",Neurology Research Center,"Coordinate clinical research studies in neurology, manage study protocols, and ensure compliance with regulatory requirements.",High,55000,75000, 
NEURO-026,Neurology Unit Clerk,Neurology,Administrative,Clerical Support,High School Diploma,Medical terminology preferred,Junior,No,"Data entry, Phone communication, Medical records, Patient coordination","Computer systems, Phone systems, Medical records systems, EMR systems",Neurology Unit,"Provide clerical support including patient registration, medical records management, and communication coordination for neurology units.",Moderate,32000,42000, 
NEURO-027,Neurology Pharmacist,Neurology,Clinical,Clinical Pharmacist,PharmD,"BCPS, BLS",Senior,No,"Neurological medications, Drug interactions, Clinical consultation, Seizure medication management","Pharmacy information systems, Drug databases, Clinical decision support tools, EMR systems",Neurology Department/Hospital Pharmacy,"Provide specialized pharmaceutical care for neurological patients, including medication management and clinical consultation for complex neurological conditions.",High,125000,155000, 
NEURO-028,Neurology Social Worker,Neurology,Support,Patient Services,MSW,"LCSW, Healthcare social work certification",Mid-Level,No,"Patient advocacy, Resource coordination, Family support, Discharge planning","Case management software, Resource databases, Communication systems, Assessment tools",Neurology Department/Hospital,Provide psychosocial support and resource coordination for neurological patients and their families throughout the care continuum.,High,58000,78000, 
NEURO-029,Neuroimaging Technologist,Neurology,Diagnostic,Medical Imaging,Associate Degree,"ARRT, MRI certification, BLS",Mid-Level,No,"MRI operation, CT scanning, Neuroimaging protocols, Patient safety","MRI machines, CT scanners, Neuroimaging software, PACS systems",Neuroimaging Department,Perform specialized neuroimaging procedures including MRI and CT scans to diagnose neurological conditions and monitor treatment progress.,High,60000,80000, 
NEURO-030,Behavioral Neurologist,Neurology,Clinical,Specialist Physician,MD/DO,"ABPN-Neurology, Behavioral Neurology certification, ACLS, BLS",Senior,Yes,"Dementia assessment, Cognitive disorders, Neuropsychiatric conditions, Behavioral interventions","Cognitive assessment tools, Neuropsychological tests, Brain imaging systems, EMR systems",Behavioral Neurology Clinic,"Specialize in diagnosis and treatment of cognitive and behavioral disorders including dementia, Alzheimer disease, and other neurodegenerative conditions.",High,310000,420000, 
PED-001,Pediatrician,Pediatrics,Clinical,General Pediatrician,MD/DO,"ABP-Pediatrics, ACLS, PALS, BLS",Senior,No,"Pediatric care, Growth assessment, Vaccination protocols, Developmental evaluation","Pediatric examination tools, Growth charts, Vaccination equipment, EMR systems",Pediatric Clinic/Hospital,"Provide comprehensive medical care for infants, children, and adolescents including preventive care, diagnosis, and treatment of pediatric conditions.",High,200000,280000, 
PED-002,Pediatric Intensivist,Pediatrics,Clinical,Critical Care Physician,MD/DO,"ABP-Pediatrics, ABP-Pediatric Critical Care, ACLS, PALS, BLS",Senior,Yes,"Pediatric critical care, Mechanical ventilation, Hemodynamic monitoring, Emergency resuscitation","Pediatric ventilators, Hemodynamic monitors, Intubation equipment, ECMO machines",Pediatric ICU,"Provide intensive care for critically ill children including mechanical ventilation, hemodynamic support, and complex medical management.",High,320000,450000, 
PED-003,Neonatologist,Pediatrics,Clinical,Newborn Specialist,MD/DO,"ABP-Pediatrics, ABP-Neonatal-Perinatal Medicine, ACLS, PALS, BLS",Senior,Yes,"Neonatal care, Premature infant management, Respiratory support, Neonatal resuscitation","Neonatal ventilators, Incubators, Surfactant delivery systems, Neonatal monitoring equipment",Neonatal ICU,"Specialize in care of newborns, particularly premature and critically ill infants requiring intensive medical management.",High,350000,480000, 
PED-004,Pediatric Cardiologist,Pediatrics,Clinical,Specialist Physician,MD/DO,"ABP-Pediatrics, ABP-Pediatric Cardiology, ACLS, PALS, BLS",Senior,Yes,"Congenital heart disease, Pediatric echocardiography, Cardiac catheterization, Fetal cardiology","Pediatric echocardiogram machines, Cardiac catheterization equipment, Fetal monitors, Pediatric EKG machines",Pediatric Cardiology Clinic,Diagnose and treat heart conditions in children including congenital heart defects and acquired cardiac diseases.,High,380000,520000, 
PED-005,Pediatric Surgeon,Pediatrics,Clinical,Surgeon,MD/DO,"ABS-Surgery, ABP-Pediatric Surgery, ACLS, PALS, BLS",Senior,Yes,"Pediatric surgery, Minimally invasive techniques, Congenital anomaly repair, Trauma surgery","Pediatric surgical instruments, Laparoscopic equipment, Surgical microscopes, Pediatric anesthesia equipment",Pediatric Operating Room,"Perform surgical procedures on infants, children, and adolescents including congenital anomaly repairs and trauma surgery.",High,450000,650000, 
PED-006,Pediatric Resident,Pediatrics,Clinical,Resident Physician,MD/DO,"ACLS, PALS, BLS",Junior,No,"Pediatric assessment, Child development, Vaccination protocols, Family communication","Pediatric examination tools, Growth charts, Otoscopes, EMR systems",Pediatric Department/Hospital,Complete pediatric residency training while providing supervised medical care to children under attending physician guidance.,High,55000,65000, 
